Transaction ID,Customer ID,Transaction Date,Prod Subcat Code,Prod Cat Code,Rate,Qty,Net_Sales
27277900932.0,266809,07/10/11,3,1,347,5,1735
34619519039.0,266810,02/26/13,7,5,176,4,704
60338307077.0,266810,02/23/13,12,6,468,2,936
57571275813.0,266810,04/05/12,4,1,869,5,4345
79224852182.0,266810,03/13/11,9,3,470,5,2350
20668227495.0,266810,02/23/11,4,1,869,3,2607
51136781802.0,266812,09/13/11,8,3,1043,2,2086
90552549686.0,266812,05/17/11,7,5,176,1,176
84075235669.0,266813,01/20/14,12,6,468,1,468
13652552115.0,266814,03/16/13,12,6,468,5,2340
17159028497.0,266814,03/06/13,1,4,206,1,206
34749917660.0,266814,11/01/12,11,6,632,4,2528
75039992579.0,266814,05/09/12,12,6,468,3,1404
316988693.0,266814,03/03/12,8,3,1043,2,2086
86296762989.0,266815,07/02/13,10,3,123,3,369
76321721995.0,266815,11/22/12,4,3,200,4,800
69830464678.0,266815,01/04/12,10,3,123,1,123
88316484015.0,266816,08/09/13,1,2,1321,1,1321
67944016762.0,266816,03/29/13,8,3,1043,1,1043
50417568674.0,266816,02/21/12,11,5,917,4,3668
67858334674.0,266816,06/10/11,11,6,632,3,1896
68137851721.0,266816,04/17/11,1,1,1234,2,2468
43882548008.0,266817,11/22/12,2,6,1141,5,5705
39599842776.0,266817,09/14/12,4,2,1419,5,7095
49540977498.0,266817,01/17/12,8,3,1043,3,3129
64428451030.0,266818,09/06/13,4,1,869,1,869
11256528141.0,266818,06/10/12,11,5,917,3,2751
98097112949.0,266818,04/10/12,10,6,1236,1,1236
88578153315.0,266818,07/13/11,5,3,1294,1,1294
50629964412.0,266819,09/05/13,5,3,1294,3,3882
98649406026.0,266819,03/21/13,4,4,828,3,2484
19223003019.0,266819,05/02/11,9,3,470,1,470
58350344910.0,266820,02/02/14,10,6,1236,1,1236
37520493338.0,266820,11/01/13,4,1,869,4,3476
64458183365.0,266820,08/06/12,3,2,322,5,1610
15549113759.0,266820,10/01/11,5,3,1294,2,2588
30580357861.0,266821,09/15/12,12,6,468,1,468
12053190065.0,266821,07/26/12,3,2,322,1,322
62334650384.0,266821,01/17/12,3,1,347,2,694
73840640460.0,266822,10/13/13,8,3,1043,3,3129
31413735719.0,266822,07/26/13,9,3,470,1,470
52339139180.0,266822,06/01/13,1,1,1234,1,1234
43549085521.0,266822,03/24/13,12,5,897,4,3588
18279130919.0,266822,01/25/12,1,4,206,5,1030
71308225311.0,266822,06/03/11,4,3,200,4,800
93539379334.0,266822,04/16/11,3,5,1214,5,6070
85773906672.0,266822,03/30/11,9,3,470,2,940
14697873520.0,266823,08/17/13,10,5,835,3,2505
62394675562.0,266823,01/09/13,10,3,123,1,123
52290445323.0,266823,05/28/12,10,3,123,4,492
92643283378.0,266824,11/03/13,10,3,123,3,369
15868818159.0,266824,01/29/13,9,3,470,1,470
25105597089.0,266824,11/23/11,4,1,869,2,1738
70203705196.0,266824,11/11/11,6,5,1202,2,2404
8969181661.0,266825,12/27/13,5,3,1294,4,5176
8240484357.0,266825,03/09/12,3,1,347,4,1388
17880309018.0,266825,12/15/11,6,5,1202,3,3606
74447094731.0,266827,01/11/14,11,5,917,3,2751
9755455013.0,266827,09/02/13,8,3,1043,4,4172
2440336815.0,266827,06/04/13,3,5,1214,1,1214
93191944782.0,266827,10/01/12,3,2,322,2,644
44181889324.0,266827,05/06/12,11,6,632,2,1264
47064056024.0,266827,07/18/11,1,4,206,1,206
79445682834.0,266829,06/06/13,10,6,1236,4,4944
51278252909.0,266829,05/25/13,9,3,470,2,940
12891439972.0,266829,03/06/11,3,2,322,1,322
79732957144.0,266830,04/27/13,4,1,869,1,869
847032416.0,266830,12/11/12,12,6,468,5,2340
44566096268.0,266830,07/31/11,1,2,1321,5,6605
283737262.0,266831,01/02/14,7,5,176,4,704
41995387726.0,266831,03/09/11,1,2,1321,1,1321
58898996251.0,266833,01/13/12,10,5,835,2,1670
98805067124.0,266833,10/31/11,11,5,917,1,917
96033195981.0,266835,02/19/13,4,3,200,3,600
78231972953.0,266835,09/08/12,1,1,1234,3,3702
77239553654.0,266835,02/04/11,4,2,1419,3,4257
99643665600.0,266836,02/11/12,1,2,1321,3,3963
15639583679.0,266836,12/06/11,4,1,869,4,3476
41304568697.0,266836,06/13/11,4,2,1419,4,5676
61890392731.0,266836,03/24/11,4,1,869,3,2607
11284485790.0,266838,07/08/12,1,1,1234,3,3702
26523682313.0,266841,01/18/14,3,5,1214,3,3642
85302608197.0,266841,01/03/14,1,1,1234,4,4936
41717680944.0,266841,08/01/13,3,5,1214,2,2428
2032058518.0,266841,05/04/12,4,4,828,4,3312
28395260960.0,266841,03/15/12,10,6,1236,5,6180
18301188842.0,266841,04/09/11,12,6,468,5,2340
32139489460.0,266841,04/04/11,10,3,123,5,615
16775867233.0,266842,11/09/13,10,5,835,3,2505
73674899319.0,266842,07/26/12,3,1,347,2,694
69420819537.0,266842,10/19/11,4,3,200,5,1000
65766709899.0,266843,02/09/14,2,6,1141,5,5705
98248438779.0,266843,03/04/13,10,3,123,2,246
26941789120.0,266843,04/10/12,7,5,176,1,176
15461711444.0,266843,07/12/11,11,6,632,5,3160
20175278396.0,266843,07/07/11,3,2,322,1,322
58064640073.0,266843,05/20/11,10,6,1236,1,1236
44027985600.0,266844,04/13/13,10,5,835,2,1670
87949533275.0,266844,03/16/12,1,2,1321,5,6605
28679132905.0,266845,08/21/11,1,4,206,2,412
81400627023.0,266845,02/21/11,4,1,869,1,869
80422064589.0,266846,11/06/13,4,3,200,5,1000
49131633625.0,266846,10/30/13,12,5,897,4,3588
76875398005.0,266846,03/01/13,8,3,1043,4,4172
30944211836.0,266846,03/24/12,4,1,869,4,3476
40615508857.0,266846,03/18/12,11,6,632,4,2528
17468457642.0,266847,09/10/13,10,3,123,3,369
35946237363.0,266847,12/20/12,5,3,1294,4,5176
3433540543.0,266848,11/12/11,5,3,1294,1,1294
34958490122.0,266849,02/20/11,12,6,468,4,1872
90667600281.0,266849,02/16/11,4,2,1419,5,7095
95394049618.0,266851,08/06/13,10,5,835,1,835
27100059052.0,266851,12/05/11,11,5,917,5,4585
37550766365.0,266852,01/01/13,3,1,347,3,1041
6136914509.0,266852,02/08/12,3,2,322,1,322
99967775192.0,266852,01/20/12,2,6,1141,2,2282
4170892941.0,266852,12/20/11,8,3,1043,1,1043
42789741259.0,266853,01/26/14,1,1,1234,2,2468
14478986895.0,266853,06/08/13,1,1,1234,1,1234
85273339779.0,266853,01/05/13,5,3,1294,3,3882
65066509062.0,266853,06/12/11,11,6,632,2,1264
80807602898.0,266854,04/08/13,11,5,917,2,1834
92731353939.0,266854,10/12/12,4,4,828,3,2484
46185205166.0,266854,07/24/12,5,3,1294,4,5176
51705517708.0,266854,04/18/12,9,3,470,4,1880
53701354924.0,266854,08/15/11,4,1,869,4,3476
58933992299.0,266855,11/17/13,3,1,347,2,694
28299966436.0,266855,10/26/11,11,5,917,2,1834
67064308345.0,266855,10/10/11,10,6,1236,5,6180
26405618396.0,266855,05/30/11,5,3,1294,1,1294
35099589272.0,266856,05/27/12,10,6,1236,4,4944
42048464761.0,266856,05/23/12,3,2,322,2,644
97592011258.0,266856,02/26/11,9,3,470,3,1410
18603942404.0,266856,02/13/11,10,5,835,4,3340
91592272866.0,266857,12/29/13,1,4,206,5,1030
37385184826.0,266857,10/31/13,8,3,1043,4,4172
64612148020.0,266857,05/31/12,2,6,1141,3,3423
90168519555.0,266857,12/14/11,3,2,322,3,966
62311976794.0,266857,06/12/11,4,4,828,2,1656
91234807101.0,266858,04/02/13,10,6,1236,5,6180
32448535705.0,266858,09/13/11,6,5,1202,2,2404
76108745082.0,266860,06/04/13,3,5,1214,4,4856
9786991001.0,266860,01/03/12,3,2,322,5,1610
12805482533.0,266861,05/19/13,4,2,1419,5,7095
19558672570.0,266862,07/25/13,6,5,1202,2,2404
54797031944.0,266862,07/13/13,10,3,123,2,246
30367706432.0,266862,10/27/12,11,5,917,5,4585
79180208938.0,266862,04/06/11,2,6,1141,5,5705
17183929085.0,266863,02/20/14,1,2,1321,1,1321
53444922463.0,266863,12/15/13,6,5,1202,1,1202
21053992704.0,266863,11/07/13,8,3,1043,4,4172
49505476992.0,266863,01/29/11,9,3,470,1,470
77201682023.0,266864,03/06/13,4,1,869,5,4345
91244240442.0,266864,11/25/12,3,2,322,5,1610
32837562399.0,266864,07/30/12,3,5,1214,5,6070
71599841046.0,266864,05/07/12,1,2,1321,5,6605
10441467508.0,266864,05/03/11,2,6,1141,1,1141
5987134194.0,266865,11/08/12,4,4,828,4,3312
17237928075.0,266865,10/02/12,2,6,1141,5,5705
52811789495.0,266865,08/11/12,8,3,1043,1,1043
17234731921.0,266865,05/18/11,4,2,1419,3,4257
32670460485.0,266865,02/21/11,8,3,1043,2,2086
8869805024.0,266866,02/24/13,1,1,1234,2,2468
30856003613.0,266866,01/25/11,4,2,1419,2,2838
49340676298.0,266867,03/25/13,7,5,176,4,704
68854462935.0,266867,10/21/12,12,5,897,1,897
63891904351.0,266867,12/11/11,10,3,123,3,369
99521196840.0,266867,07/01/11,11,5,917,1,917
44962548725.0,266870,12/01/13,6,5,1202,1,1202
37089416691.0,266870,08/03/13,10,6,1236,4,4944
16468397208.0,266870,03/29/12,7,5,176,3,528
65900455483.0,266872,12/02/11,1,4,206,1,206
71043135934.0,266872,11/27/11,10,6,1236,3,3708
44628993021.0,266875,12/29/12,3,1,347,3,1041
39487967615.0,266875,10/30/11,10,3,123,1,123
41641560203.0,266878,11/24/13,6,5,1202,3,3606
17719319375.0,266878,05/25/13,12,5,897,5,4485
44108087215.0,266878,08/28/12,9,3,470,5,2350
42091749208.0,266878,04/25/11,4,1,869,1,869
4545655117.0,266881,03/15/12,4,2,1419,2,2838
21874402618.0,266881,09/20/11,3,5,1214,3,3642
52734052194.0,266882,12/29/13,1,2,1321,2,2642
31937858775.0,266883,09/16/13,10,3,123,4,492
1468172213.0,266883,12/14/12,1,1,1234,4,4936
9701527006.0,266883,06/20/12,5,3,1294,2,2588
86293071463.0,266883,04/20/12,6,5,1202,5,6010
78000905822.0,266883,01/26/12,6,5,1202,3,3606
50601610709.0,266883,05/29/11,3,5,1214,1,1214
45340860866.0,266885,11/05/12,2,6,1141,3,3423
41916910820.0,266885,04/08/12,10,3,123,3,369
63706988900.0,266885,01/12/12,4,1,869,2,1738
52861275960.0,266885,06/19/11,3,2,322,2,644
47044263616.0,266886,04/27/13,4,1,869,5,4345
27668127821.0,266887,06/23/13,3,2,322,3,966
98973820527.0,266887,09/09/12,9,3,470,2,940
86582503202.0,266887,06/10/12,3,5,1214,1,1214
32252171166.0,266887,12/23/11,4,4,828,4,3312
66850278677.0,266888,11/28/13,7,5,176,2,352
2792279614.0,266888,12/24/11,12,5,897,2,1794
65469316488.0,266888,09/04/11,7,5,176,2,352
62356968084.0,266888,06/20/11,1,2,1321,3,3963
31105354341.0,266889,05/26/13,3,2,322,4,1288
6777856028.0,266891,02/10/13,4,2,1419,5,7095
82107798189.0,266891,07/26/12,3,2,322,5,1610
93800202387.0,266892,11/03/13,10,5,835,3,2505
12269105486.0,266892,12/20/12,4,4,828,3,2484
87659003297.0,266892,10/05/11,6,5,1202,1,1202
90228436428.0,266894,01/11/13,8,3,1043,5,5215
17298118296.0,266894,11/09/11,7,5,176,5,880
15522198478.0,266895,07/07/13,3,2,322,3,966
26110847433.0,266895,05/31/13,11,5,917,2,1834
7437721035.0,266895,05/14/13,5,3,1294,3,3882
93163861079.0,266895,04/10/13,6,5,1202,4,4808
34127430146.0,266895,12/11/11,4,2,1419,2,2838
98288151755.0,266895,10/05/11,11,6,632,5,3160
54857946067.0,266896,07/13/13,8,3,1043,3,3129
90847036640.0,266896,06/27/12,1,4,206,3,618
66237401239.0,266896,10/19/11,4,4,828,5,4140
38109010022.0,266896,09/07/11,1,4,206,2,412
53559176393.0,266897,01/28/12,1,1,1234,3,3702
9107602878.0,266900,02/06/14,3,1,347,2,694
81737383280.0,266900,11/10/12,4,1,869,5,4345
83504060503.0,266900,04/27/12,3,1,347,4,1388
13048732855.0,266900,01/26/11,4,4,828,1,828
56910670909.0,266901,11/23/13,1,4,206,1,206
57799552091.0,266901,02/16/13,3,5,1214,2,2428
72861430730.0,266901,04/06/12,9,3,470,4,1880
50050838998.0,266901,09/20/11,3,2,322,3,966
58761156999.0,266902,02/27/12,11,5,917,3,2751
82431905183.0,266902,12/29/11,3,1,347,3,1041
27809363042.0,266902,12/08/11,3,5,1214,1,1214
16948585592.0,266903,06/26/13,3,5,1214,4,4856
26164443869.0,266903,05/24/12,4,4,828,4,3312
80447784713.0,266904,04/24/12,1,2,1321,4,5284
30101481658.0,266904,01/30/12,4,4,828,2,1656
92594219915.0,266904,09/04/11,12,6,468,4,1872
29483684049.0,266904,08/15/11,12,6,468,4,1872
32552008338.0,266904,04/03/11,3,5,1214,2,2428
2124829199.0,266906,10/29/13,6,5,1202,5,6010
70437099797.0,266906,03/06/13,6,5,1202,1,1202
43516417150.0,266906,05/22/11,1,1,1234,5,6170
46576925462.0,266906,04/29/11,1,4,206,4,824
99620039042.0,266906,04/15/11,4,1,869,2,1738
3267236908.0,266907,10/20/12,4,4,828,3,2484
18927073864.0,266907,04/09/11,4,2,1419,3,4257
17237393450.0,266910,10/19/13,12,5,897,2,1794
141709406.0,266910,08/07/13,2,6,1141,3,3423
74460262270.0,266910,04/16/13,5,3,1294,2,2588
40780841447.0,266910,04/14/12,3,1,347,2,694
79354618859.0,266910,02/20/12,1,1,1234,4,4936
78878745595.0,266910,04/04/11,11,6,632,1,632
6633562741.0,266911,01/08/14,3,2,322,3,966
14683463069.0,266911,03/03/13,9,3,470,5,2350
22538177913.0,266911,07/12/11,11,6,632,2,1264
39319333014.0,266915,08/05/12,9,3,470,1,470
94250133443.0,266915,11/09/11,1,4,206,2,412
46699596729.0,266915,09/09/11,8,3,1043,4,4172
65328076002.0,266915,05/11/11,2,6,1141,5,5705
49890754409.0,266916,06/24/13,2,6,1141,5,5705
69719650038.0,266916,01/04/13,7,5,176,2,352
21560784451.0,266916,09/23/12,4,4,828,4,3312
21894457897.0,266916,04/12/12,3,2,322,5,1610
35875406310.0,266916,06/28/11,10,6,1236,2,2472
7396403276.0,266917,12/27/13,3,2,322,5,1610
36232298553.0,266917,06/21/13,12,6,468,1,468
58441627446.0,266917,04/12/12,4,3,200,5,1000
24884745331.0,266917,09/19/11,1,2,1321,4,5284
34115286752.0,266918,01/27/14,10,6,1236,3,3708
15944881704.0,266918,12/09/13,2,6,1141,5,5705
65574165288.0,266918,10/03/13,4,4,828,2,1656
13302134789.0,266919,10/10/13,5,3,1294,1,1294
13107773143.0,266919,08/10/13,4,3,200,3,600
30775374081.0,266919,05/05/13,5,3,1294,3,3882
10076543719.0,266919,03/23/13,11,6,632,5,3160
86150409618.0,266919,10/14/12,9,3,470,5,2350
5666020795.0,266920,06/07/13,4,2,1419,5,7095
61059362065.0,266920,05/27/12,4,3,200,5,1000
98979750666.0,266920,05/07/12,11,6,632,4,2528
49207700730.0,266920,02/29/12,1,2,1321,1,1321
36836955608.0,266920,02/10/12,12,6,468,2,936
41208440857.0,266921,03/13/13,7,5,176,5,880
68886181758.0,266921,10/12/12,2,6,1141,1,1141
76136148232.0,266921,03/02/12,2,6,1141,2,2282
45653921271.0,266922,07/17/12,1,1,1234,2,2468
7585347948.0,266922,07/09/11,2,6,1141,1,1141
18859382028.0,266923,12/19/13,10,6,1236,5,6180
24432253956.0,266923,08/22/13,4,2,1419,5,7095
52503742789.0,266923,07/28/13,4,2,1419,5,7095
49074653410.0,266923,04/16/13,8,3,1043,3,3129
64421626956.0,266923,08/24/12,12,6,468,1,468
52413837254.0,266927,10/30/11,9,3,470,1,470
44856852006.0,266929,09/30/12,11,5,917,3,2751
64509279863.0,266930,04/20/12,12,6,468,4,1872
70279429327.0,266930,04/18/11,11,5,917,3,2751
56529309181.0,266931,05/11/13,1,2,1321,2,2642
72724977608.0,266931,12/18/11,11,5,917,1,917
92327336430.0,266931,09/30/11,3,2,322,3,966
6391779047.0,266931,08/23/11,6,5,1202,3,3606
4396108545.0,266934,03/12/13,5,3,1294,5,6470
51732821392.0,266934,09/09/12,3,5,1214,4,4856
55825431958.0,266935,10/25/13,3,1,347,1,347
90604574172.0,266935,01/30/13,1,4,206,3,618
63121615260.0,266935,05/28/11,10,6,1236,4,4944
23964942280.0,266936,10/22/12,4,3,200,3,600
85285603417.0,266936,09/14/12,4,4,828,4,3312
90112799901.0,266936,08/15/12,5,3,1294,4,5176
18783764274.0,266937,09/30/13,10,3,123,4,492
72240163169.0,266937,02/07/13,3,2,322,1,322
57548172324.0,266937,02/02/12,12,5,897,1,897
65682371489.0,266937,09/20/11,12,6,468,1,468
85265932132.0,266937,08/19/11,10,5,835,4,3340
4998171745.0,266939,07/21/13,1,4,206,3,618
40486055329.0,266939,06/27/13,3,1,347,4,1388
84624129524.0,266939,09/19/12,2,6,1141,3,3423
66959931839.0,266939,09/10/12,1,4,206,2,412
22302198093.0,266939,08/04/12,7,5,176,4,704
3363221347.0,266939,12/16/11,2,6,1141,2,2282
65116664552.0,266940,10/22/13,1,1,1234,1,1234
83087704808.0,266940,09/29/13,8,3,1043,5,5215
33006117905.0,266941,06/22/11,12,6,468,5,2340
44437460442.0,266942,10/17/13,12,5,897,3,2691
82307716891.0,266942,03/17/13,2,6,1141,5,5705
47816750687.0,266942,02/26/12,6,5,1202,5,6010
87627593208.0,266942,10/14/11,12,6,468,5,2340
37522201342.0,266943,08/20/12,6,5,1202,1,1202
85387233492.0,266943,07/23/12,1,1,1234,2,2468
83393690424.0,266944,10/13/13,8,3,1043,3,3129
51442118552.0,266944,04/17/11,3,2,322,5,1610
93339940797.0,266945,05/17/13,10,5,835,4,3340
82687336667.0,266945,03/22/13,4,3,200,3,600
49293551908.0,266945,10/27/12,9,3,470,5,2350
45963868726.0,266945,07/12/12,7,5,176,1,176
8276435277.0,266945,01/20/12,4,2,1419,4,5676
72078485067.0,266945,10/24/11,1,4,206,5,1030
46192772649.0,266945,02/09/11,10,3,123,2,246
64734204328.0,266950,02/10/13,5,3,1294,3,3882
31150169712.0,266950,11/17/12,4,4,828,1,828
9934607237.0,266950,12/15/11,4,4,828,3,2484
27250938742.0,266950,03/10/11,4,1,869,2,1738
84049326296.0,266950,02/20/11,4,3,200,3,600
41367819732.0,266952,08/11/13,10,5,835,5,4175
38901736223.0,266952,07/15/13,12,6,468,4,1872
2959841501.0,266952,03/19/12,1,2,1321,4,5284
14741189751.0,266952,10/14/11,10,5,835,4,3340
92291569524.0,266952,06/03/11,12,6,468,1,468
39800982139.0,266952,06/01/11,4,2,1419,3,4257
52555572527.0,266953,05/31/13,1,4,206,5,1030
24475486509.0,266953,04/10/13,5,3,1294,4,5176
97769641634.0,266953,12/15/12,3,2,322,5,1610
75988305152.0,266953,09/09/12,3,2,322,5,1610
18982578200.0,266953,03/21/11,3,1,347,4,1388
68064231519.0,266956,05/08/13,10,6,1236,2,2472
7770860976.0,266956,02/16/13,12,6,468,4,1872
94987094592.0,266957,06/11/13,1,2,1321,1,1321
38500387120.0,266957,06/02/13,6,5,1202,4,4808
71900965128.0,266957,05/16/13,4,1,869,5,4345
94023191277.0,266958,11/22/13,5,3,1294,2,2588
49982032355.0,266958,03/09/13,4,4,828,5,4140
61280558032.0,266958,04/19/11,10,5,835,5,4175
8173459978.0,266959,06/19/13,1,2,1321,3,3963
42195990759.0,266959,11/14/12,3,1,347,1,347
37073738510.0,266959,10/15/12,12,6,468,3,1404
91150943755.0,266960,11/24/12,12,6,468,3,1404
77916821880.0,266960,05/05/12,4,3,200,4,800
70916383161.0,266960,07/20/11,4,4,828,4,3312
90659025359.0,266960,03/25/11,1,1,1234,3,3702
50920753798.0,266964,06/05/13,9,3,470,3,1410
10258879332.0,266964,01/06/12,7,5,176,4,704
8171718447.0,266966,01/09/14,6,5,1202,2,2404
90260462481.0,266966,10/26/13,3,2,322,1,322
72767274790.0,266966,06/03/13,9,3,470,2,940
81992488566.0,266966,03/10/13,4,3,200,5,1000
36116271633.0,266966,06/24/12,7,5,176,5,880
90509208540.0,266966,04/15/11,11,5,917,5,4585
51389210277.0,266966,03/12/11,1,4,206,1,206
54304510312.0,266972,09/03/13,10,3,123,3,369
23942017231.0,266972,07/12/13,5,3,1294,1,1294
45064801403.0,266972,06/14/12,8,3,1043,4,4172
62617470481.0,266972,01/20/12,9,3,470,2,940
44443398067.0,266974,01/24/14,3,1,347,1,347
21765275719.0,266974,04/16/13,12,5,897,4,3588
32461689276.0,266974,03/16/12,8,3,1043,3,3129
6719597689.0,266975,01/19/14,7,5,176,5,880
98577349267.0,266975,10/02/13,5,3,1294,4,5176
17985039443.0,266975,05/10/13,7,5,176,5,880
67756114437.0,266975,09/26/11,12,5,897,5,4485
4351157709.0,266976,07/13/13,12,6,468,4,1872
59888214540.0,266976,03/09/12,1,1,1234,1,1234
99407693794.0,266978,02/11/13,7,5,176,1,176
31779997322.0,266978,12/19/12,9,3,470,5,2350
92140615840.0,266980,10/10/13,11,6,632,3,1896
76137675269.0,266982,09/22/12,3,5,1214,1,1214
7453155341.0,266986,05/23/13,10,6,1236,4,4944
12804670617.0,266986,05/03/13,12,6,468,2,936
86327059541.0,266986,08/08/12,2,6,1141,1,1141
6352216514.0,266986,05/25/12,4,3,200,2,400
64174221816.0,266986,04/04/11,11,5,917,1,917
85210113865.0,266987,01/15/14,9,3,470,4,1880
15267359205.0,266987,09/13/13,11,5,917,5,4585
28260943426.0,266987,04/08/12,2,6,1141,3,3423
82895069881.0,266987,10/06/11,2,6,1141,4,4564
70937570121.0,266987,05/13/11,8,3,1043,4,4172
26055379664.0,266989,11/21/13,10,3,123,3,369
88402022262.0,266990,05/23/13,9,3,470,1,470
42458949440.0,266990,08/26/11,2,6,1141,3,3423
36301034859.0,266991,09/19/12,7,5,176,1,176
45145431394.0,266992,08/02/13,4,1,869,1,869
14797032343.0,266992,01/30/13,1,1,1234,2,2468
303170923.0,266992,05/14/12,4,4,828,3,2484
55032310149.0,266992,12/20/11,12,6,468,1,468
25671057324.0,266992,05/18/11,12,6,468,1,468
89609082257.0,266993,01/29/14,9,3,470,2,940
31370566216.0,266993,08/06/13,9,3,470,4,1880
4048667970.0,266997,08/30/13,3,5,1214,3,3642
21178451635.0,266997,06/24/13,3,2,322,2,644
9052147021.0,266997,04/23/11,8,3,1043,5,5215
17419737277.0,266998,12/07/12,4,3,200,5,1000
17977703874.0,266998,09/01/12,1,4,206,3,618
8487372044.0,266998,11/28/11,1,2,1321,1,1321
28941041802.0,266998,09/30/11,10,3,123,1,123
9953343748.0,266999,08/03/13,4,1,869,3,2607
3336645666.0,266999,11/27/12,8,3,1043,3,3129
72498209486.0,266999,05/01/12,4,3,200,3,600
47763515996.0,267000,06/17/13,4,4,828,5,4140
28820931614.0,267000,02/13/13,5,3,1294,5,6470
3182141197.0,267000,06/20/12,3,2,322,2,644
11900061436.0,267000,04/09/12,3,2,322,1,322
78795736137.0,267000,03/14/12,11,5,917,1,917
98790410700.0,267000,03/10/12,10,6,1236,4,4944
40611186729.0,267000,02/23/12,7,5,176,5,880
22896747093.0,267000,11/13/11,1,1,1234,5,6170
9977531815.0,267001,01/18/14,11,5,917,3,2751
3215753969.0,267001,10/04/13,11,5,917,5,4585
57485756256.0,267001,05/09/13,2,6,1141,3,3423
51957120960.0,267002,03/16/13,9,3,470,4,1880
9307819998.0,267002,08/30/12,10,3,123,1,123
96909544816.0,267002,10/16/11,5,3,1294,5,6470
27339886364.0,267002,05/28/11,4,2,1419,4,5676
34719656585.0,267002,05/17/11,11,5,917,1,917
86478515868.0,267002,05/03/11,6,5,1202,2,2404
47023762109.0,267004,01/03/14,2,6,1141,5,5705
62718140026.0,267004,11/28/13,4,1,869,2,1738
16672972770.0,267004,03/08/13,10,6,1236,1,1236
28279042066.0,267005,01/05/13,10,6,1236,2,2472
13508129844.0,267005,09/27/12,4,3,200,4,800
45565410434.0,267005,10/22/11,3,2,322,2,644
8606568980.0,267005,10/20/11,10,6,1236,3,3708
6532068077.0,267008,12/02/13,3,1,347,2,694
87522893902.0,267008,10/01/12,5,3,1294,4,5176
40399177613.0,267010,09/10/13,1,1,1234,2,2468
15689800706.0,267010,10/28/12,8,3,1043,4,4172
11163396267.0,267010,09/25/12,6,5,1202,3,3606
12894419857.0,267012,10/23/12,4,4,828,4,3312
21056686360.0,267014,12/06/13,9,3,470,3,1410
22892369070.0,267014,11/24/13,10,6,1236,4,4944
65810294202.0,267014,07/01/13,5,3,1294,2,2588
29850818552.0,267014,12/21/12,3,2,322,5,1610
75212731837.0,267014,11/18/12,6,5,1202,3,3606
65394407875.0,267014,05/01/12,3,5,1214,3,3642
50646118541.0,267014,08/11/11,3,5,1214,3,3642
87697726895.0,267014,01/26/11,4,4,828,1,828
72568516169.0,267015,06/23/13,8,3,1043,5,5215
37312852491.0,267015,07/19/12,3,2,322,1,322
